125;Elezioni parlamentari montenegrine del 2009;Le Elezioni parlamentari montenegrine del 2009 si sono tenute il 27 marzo 2009. Esse decretarono la vittoria della Coalizione per un Montenegro Europeo e la rinomina di Milo Djukanovi? a primo ministro del paese.;2000;2009
126;Elezioni europee del 2009 (Estonia);Le elezioni europee del 2009 in Estonia si sono tenute il 7 giugno.;2000;2009
127;Elezioni europee del 2009 (Lussemburgo);Le elezioni europee del 2009 in Lussemburgo si sono tenute il 4 giugno.;2000;2009
128;Elezioni europee del 1979 (Germania Ovest);Le elezioni europee del 1979 nella Repubblica Federale Tedesca si sono tenute il 10 giugno.;1970;1979
129;Elezioni legislative portoghesi del 1995;Le elezioni legislative portoghesi del 1995 si sono tenute il 1º ottobre. Esse hanno visto la vittoria del Partito Socialista di António Guterres, che è divenuto Primo Ministro.;1990;1995
130;Elezioni presidenziali francesi del 1965;[modifica] Primo turno del 5 dicembre 1965;1960;1965
131;Elezioni parlamentari greche del 2000;Le elezioni parlamentari greche del 2000 si sono tenute il 9 aprile. Esse hanno visto la vittoria del Movimento Socialista Panellenico di Costas Simitis, che è stato confermato Primo Ministro.;2000;2000
132;Elezioni presidenziali finlandesi del 1994;Le elezioni presidenziali finlandesi del 1994 si sono tenute il 16 gennaio (primo turno) e il 6 febbraio (secondo turno). Esse hanno visto la vittoria di Martti Ahtisaari, sostenuto dal Partito Socialdemocratico Finlandese, che è divenuto Presidente.;1990;1994
133;Elezioni europee del 2009 (Cipro);Le elezioni europee del 2009 a Cipro si sono tenute il 6 giugno.;2000;2009
134;Elezioni europee del 1989;Le elezioni europee del 1989 si svolsero tra il giugno ed il luglio 1989 per l'elezione della 3ª legislatura del Parlamento europeo.;1980;1989
135;Elezioni generali britanniche del 2001;Le elezioni generali britanniche del 2001 si sono tenute il 7 giugno. Esse hanno visto la vittoria del Partito Laburista di Tony Blair, che è stato confermato Primo Ministro.;2000;2001
136;Elezioni politiche italiane del 1976;"Le elezioni politiche del 1976 si tennero il 20 giugno. Furono le prime elezioni politiche con il voto ai diciottenni. La situazione politica aveva evidenziato la possibilità del cosiddetto ""sorpasso"" del Partito Comunista ai danni della Democrazia Crist";1970;1976
137;Elezioni federali tedesche del 1972;Le Elezioni federali in Germania Ovest del 1972 si tennero il 19 novembre.;1970;1972
138;Elezioni legislative spagnole del 2008;Le elezioni legislative spagnole del 2008 si sono tenute il 9 marzo. Esse hanno visto la vittoria del Partito Socialista Operaio Spagnolo di José Luis Rodríguez Zapatero, che è rimasto Primo ministro.;2000;2008
139;Elezioni presidenziali polacche del 1995;Le elezioni presidenziali polacche del 1995 si sono tenute il 5 e 19 novembre. Esse hanno visto la vittoria di Aleksander Kwa?niewski, sostenuto dall'Alleanza della Sinistra Democratica, che ha sconfitto il presidente uscente Lech Wa??sa, appoggiato da S;1990;1995
140;Elezioni generali britanniche dell'ottobre 1974;Le elezioni generali britanniche dell'ottobre 1974 si sono tenute il 10 ottobre. Esse hanno visto la vittoria del Partito Laburista di Harold Wilson, che è divenuto Primo Ministro. Questi è stato sostituito, nel 1976, da James Callaghan, esponente dello ;1970;1974
141;Elezioni presidenziali brasiliane del 2002;Le elezioni presidenziali brasiliane del 2002 si sono tenute il 6 ottobre (primo turno) e il 27 ottobre (secondo turno).;2000;2002
142;Elezioni regionali francesi del 2004;;2000;2004
143;Elezioni parlamentari lituane del 2004;Le elezioni parlamentari lituane del 2004 si svono svolte il 10 ottobre (primo turno) e il 28 ottobre (secondo turno). Esse hanno visto la vittoria della coalizione formata da Partito Laburista, Partito Socialdemocratico di Lituania e Nuova Unione. Primo;2000;2004
144;Elezioni presidenziali romene del 1990;Le elezioni presidenziali romene del 1990 si sono tenute il 20 maggio. Esse hanno visto la vittoria di Ion Iliescu, sostenuto dal Fronte di Salvezza Nazionale, che ha sconfitto Radu Câmpeanu, sostenuto dal Partito Nazionale Liberale.;1990;1990
145;Elezioni politiche italiane del 1963;Le elezioni politiche del 1963 si tennero il 28 aprile. In questa elezione entrò in vigore la legge di revisione costituzionale n°2 del 9 febbraio 1963 con cui si modificò il numero di seggi da assegnare alle Camere, eliminando peraltro il rapporto con i;1960;1963
146;Elezioni europee del 1984 (Danimarca);Le elezioni europee del 1984 in Danimarca si sono tenute il 17 giugno.;1980;1984
147;Elezioni parlamentari romene del 2008;Le elezioni parlamentari romene del 2008 si sono tenute il 30 novembre e hanno visto la vittoria del Partito Democratico Liberale che ha ottenuto più seggi malgrado il maggior numero di voti raggiunto Partito Social Democratico sia alla Camera che al Sen;2000;2008
148;Elezioni regionali italiane del 1980 (Lombardia);Le elezioni regionali italiane del 1980 in Lombardia si sono tenute il 8 e 9 giugno.;1980;1980
149;Elezioni parlamentari maltesi del 1987;Le elezioni parlamentari maltesi del 1987 si sono tenute il 9 maggio. Esse hanno visto la vittoria del Partito Nazionalista.;1980;1987
150;Elezioni europee del 2004;Le elezioni per il Parlamento europeo si sono tenute dal 10 giugno al 13 giugno 2004 nei 25 stati membri dell'Unione europea, utilizzando varie scadenze elettorali secondo le tradizioni locali di ogni nazione. I voti vennero conteggiati alla chiusura del;2000;2004
151;Elezioni europee del 2009 (Finlandia);Le elezioni europee del 2009 in Finlandia si sono tenute il 7 giugno.;2000;2009
152;Elezioni federali canadesi del 2008;Le elezioni federali canadesi del 2008 si sono tenute il 14 ottobre. Esse hano visto la vittoria del Partito Conservatore di Stephen Harper, che è stato confermato Primo ministro.;2000;2008
153;Elezioni europee del 2009 (Portogallo);Le elezioni del 2009 per il Parlamento europeo si sono tenute in Portogallo il 7 giugno.;2000;2009
154;Elezioni regionali italiane del 1985;Le elezioni regionali italiane del 1985 si sono tenute il 12 e 13 maggio.;1980;1985
155;Elezioni europee del 2009 (Bulgaria);Le elezioni europee del 2009 in Bulgaria si sono tenute il 4 giugno.;2000;2009
156;Elezioni presidenziali cilene del 2009;Le elezioni presidenziali cilene 2009 per il periodo 2010-2014 si sono svolte secondo la Costituzione del Cile il giorno 13 dicembre 2009 assieme alle elezioni per il rinnovamento della Camera dei deputati e del Senato della Repubblica. Poiché nessun can;2010;2010
157;Elezioni presidenziali statunitensi del 1980;Le elezioni presidenziali statunitensi del 1980 si svolsero il 4 novembre 1980. La sfida oppose il governatore repubblicano della California Ronald Wilson Reagan e il presidente democratico uscente James Earl (Jimmy) Carter Jr. La vittoria di Reagan dete;1980;1980
158;Elezioni federali tedesche del 2002;Le Elezioni federali in Germania del 2002 si tennero il 22 settembre.;2000;2002
159;Elezioni europee del 1979 (Regno Unito);Le elezioni europee del 1979 in Regno Unito si sono tenute il 10 giugno.;1970;1979
160;Elezioni legislative svedesi del 2006;Le elezioni legislative svedesi del 2006 si sono svolte il 17 settembre. Le coalizioni in campo erano due: Alleanza per la Svezia, guidata Fredrik Reinfeldt, era costituita da Partito Moderato Unito, Partito di Centro, Partito Popolare Liberale, Democrat;2000;2006
161;Elezioni presidenziali portoghesi del 2006;Le elezioni presidenziali portoghesi del 2006 si sono tenute il 22 gennaio. Esse hanno visto la vittoria di Aníbal Cavaco Silva, esponente del Partito Social Democratico, che è divenuto Presidente.;2000;2006
162;Elezioni europee del 1987 (Portogallo);Le elezioni europee del 1987 in Portogallo si sono tenute il 19 luglio.;1980;1987
163;Elezioni politiche italiane del 1992;Le elezioni politiche italiane del 1992 si tennero il 5 e 6 aprile.;1990;1992
164;Elezioni parlamentari argentine del 2009;Le elezioni parlamentari argentine del 2009 si sono tenute 28 giugno per il rinnovamento della metà dei seggi della Camera e di un terzo dei seggi del Senato federale, oltre che per diverse giunte municipali, tra cui quella di Buenos Aires.;2000;2009
165;Elezioni politiche italiane del 1987;Le elezioni politiche del 1987 si tennero il 14 giugno. Il Partito Socialista Italiano guidato da Bettino Craxi (che tra il 1983 e il 1987 aveva guidato due governi di Pentapartito) ottenne il miglior risultato dal 1958. La Democrazia Cristiana recuperò ;1980;1987
166;Elezioni presidenziali statunitensi del 1984;Le elezioni presidenziali statunitensi del 1984 si svolsero il 6 novembre 1984. La sfida oppose il presidente repubblicano uscente Ronald Wilson Reagan e il candidato democratico Walter Frederick Mondale. Per la prima volta nella storia una donna, l'ital;1980;1984
167;Elezioni parlamentari ungheresi del 2006;"Le elezioni parlamentari ungheresi del 2006 si sono tenute il 9 e 23 aprile. Esse hanno visto la vittoria del Partito Socialista Ungherese di Ferenc Gyurcsány, che è stato riconfermato Primo Ministro; nell'aprile 2009 fu sostituito da Gordon Bajnai, dell";2000;2006
168;Elezioni generali britanniche del 2010;Le elezioni generali britanniche del 2010 si sono tenute il 6 maggio. Esse hanno visto prevalere il Partito Conservatore di David Cameron, che è divenuto Primo Ministro, senza tuttavia raggiungere la maggioranza assoluta dei seggi. Si è infatti delineato;2010;2010
169;Elezioni parlamentari moldave del 2010;Le elezioni parlamentari moldave 2010 si sono tenute il 28 novembre. Nonostante la prevalenza del Partito dei Comunisti della Repubblica di Moldavia, esse hanno visto la vittoria della coalizione denominata Alleanza per l'Integrazione Europea, costituita;2010;2010
170;Elezioni europee del 2009 (Germania);Le elezioni del 2009 per il Parlamento europeo si sono tenute in Germania il 7 giugno.;2000;2009
171;Elezioni regionali italiane del 1995 (Lombardia);Le elezioni regionali del 1995 in Lombardia si sono tenute il 23 aprile. Esse hanno visto la vittoria di Roberto Formigoni, sostenuto dal Polo per le Libertà, che ha sconfitto il candidato de L'Ulivo, Diego Masi.;1990;1995
172;Elezioni parlamentari turche del 2007;Le elezioni parlamentari turche 2007 si sono tenute il 22 luglio. Esse hanno visto la vittoria del Partito per la Giustizia e lo Sviluppo di Recep Tayyip Erdo?an, che è stato confermato Primo Ministro.;2000;2007
173;Elezioni federali tedesche del 1990;"Le Elezioni federali in Germania del 1990 si svolsero il 2 dicembre. Furono le prime elezioni dopo la riunificazione tedesca. I partiti politici che parteciparono alla competizione elettorale erano gli stessi della Germania Ovest; eccezion fatta per il P";1990;1990
174;Elezioni legislative portoghesi del 1976;Le elezioni legislative portoghesi del 1976 si sono tenute il 25 aprile. Esse hanno visto la vittoria del Partito Socialista Portoghese di Mário Soares, che è stato confermato Primo Ministro.;1970;1976
175;Elezioni presidenziali colombiane del 2006;Le elezioni presidenziali della Colombia 2006 si sono svolte domenica 28 maggio 2006 per eleggere il nuovo Presidente della Colombia ed il nuovo Vicepresidente della Repubblica. Álvaro Uribe Vélez è stato rieletto Presidente della Repubblica e potrà gove;2000;2006
176;Elezioni parlamentari slovacche del 2006;Le elezioni parlamentari slovacche del 2006 si sono tenute il 17 giugno. Esse hanno visto la vittoria di Direzione - Socialdemocrazia di Robert Fico, che è divenuto Primo ministro.;2000;2006
177;Elezioni legislative portoghesi del 1979;Le elezioni legislative portoghesi del 1979 si sono tenute il 2 dicembre. Esse hanno visto la vittoria dell'Alleanza Democratica di Francisco Sá Carneiro, che è divenuto Primo Ministro.;1970;1979
178;Elezioni parlamentari estoni del 1999;"Le elezioni parlamentari estoni del 1999 si sono tenute il 7 marzo. Esse hanno visto la vittoria del Partito di Centro Estone; tuttavia, a seguito delle consultazioni parlamentari, Primo ministro è divenuto Mart Laar, leader dell'Unione della Patria. Nel";1990;1999
179;Elezioni regionali italiane del 1990;Le elezioni regionali italiane del 1990 si sono tenute il 6 maggio.;1990;1990
180;Elezioni parlamentari lituane del 1992;"Le elezioni parlamentari lituane del 1992 si svono svolte il 12 e il 26 ottobre (primo e secondo turno). Esse hanno visto la vittoria del Partito Laburista Democratico di Lituania; a seguito dell'esito elettorale, Primo ministro è divenuto Bronislovas Lu";1990;1992
181;Elezioni presidenziali francesi del 1981;"Le elezioni presidenziali francesi del 1981 si tennero il 24 aprile; non essendoci stato un vincitore con maggioranza assoluta al primo turno, si ricorse al ballottaggio il 10 maggio tra il Presidente uscente Valéry Giscard d'Estaing, dell'Unione per la ";1980;1981
182;Elezioni presidenziali francesi del 1995;Le elezioni presidenziali francesi del 1995 si sono tenute il 23 aprile (primo turno) e il 7 maggio (secondo turno).;1990;1995
183;Elezioni europee del 2009 (Spagna);Le elezioni europee del 2009 in Spagna si sono tenute il 7 giugno.;2000;2009
184;Elezioni europee del 2009 (Grecia);Le elezioni europee del 2009 in Grecia si sono tenute il 4 giugno.;2000;2009
185;Elezioni europee del 2009;"Le elezioni europee del 2009 si sono tenute tra il 4 e il 7 giugno nei 27 stati dell'Unione europea; ogni stato ha scelto la data delle elezioni a seconda delle consuetudini proprie della nazione o secondo quanto stabilito dai singoli governi — ad esempi";2000;2009
186;Elezioni parlamentari sudafricane del 2009;Le elezioni parlamentari sudafricane del 2009 si sono tenute il 22 aprile. Esse hanno visto la vittoria del Congresso Nazionale Africano di Jacob Zuma, che è divenuto Presidente della Repubblica.;2000;2009
187;Elezioni legislative portoghesi del 2002;Le elezioni legislative portoghesi del 2002 si sono tenute il 17 marzo. Esse hanno visto la vittoria del Partito Social Democratico di José Manuel Barroso, che è divenuto Primo Ministro. Questi è stato sostituito nel 2004 da Pedro Santana Lopes.;2000;2002
188;Elezioni parlamentari estoni del 2007;Le elezioni parlamentari estoni del 2007 si sono tenute il 2 ottobre. Esse hanno visto la vittoria del Partito Riformista Estone di Andrus Ansip, che è stato confermato Primo ministro.;2000;2007
189;Elezioni federali tedesche del 2009;Le elezioni federali tedesche del 2009 si sono tenute il 27 settembre. Esse hanno visto la vittoria dell'Unione Cristiano Democratica di Angela Merkel, che è stata confermata Cancelliere nell'ambito di una coalizione con l'Unione Cristiano Sociale di Bav;2000;2009
190;Elezioni parlamentari ucraine del 1998;Le seconde elezioni parlamentari ucraine dopo la caduta dell'Unione Sovietica si tennero il 29 marzo 1998. Rispetto alle precedenti elezioni parlamentari, questa volta i 450 seggi parlamentari furono assegnati a ogni candidato che aveva ottenuto la maggi;1990;1998
191;Elezioni generali irlandesi del 2007;Le elezioni generali irlandesi del 2007 si sono tenute il 24 maggio. Esse hanno visto la vittoria del Fianna Fáil di Bertie Ahern, che è stato riconfermato Primo ministro. Nel maggio 2008 è stato succeduto da Brian Cowen, dello stesso partito.;2000;2007
192;Elezioni parlamentari finlandesi del 2007;Le elezioni parlamentari finlandesi del 2007 si sono tenute il 18 marzo. Esse hanno visto la vittoria del Partito di Centro di Matti Vanhanen, che è stato riconfermato Primo ministro. Nel giugno 2010 è stato sostituito da Mari Kiviniemi, dello stesso par;2000;2007
193;Elezioni presidenziali slovacche del 2009;Le elezioni presidenziali slovacche del 2009 si sono tenute il 21 marzo (primo turno) e il 4 aprile (secondo turno) 2009. Esse hanno visto la vittoria di Ivan Gašparovi?, indipendente sostenuto da Direzione - Socialdemocrazia e Partito Nazionale Slovacco;2000;2009
194;Elezioni presidenziali polacche del 2000;Le elezioni presidenziali polacche del 2000 si sono tenute l'8 ottobre. Il Presidente della Polonia, in carica, Aleksander Kwa?niewski, si è presentato per il secondo mandato e ha vinto al primo turno, superando il 50 per cento dei voti (53,9%).;2000;2000
195;Elezioni legislative francesi del 1997;Le elezioni legislative francesi del 1997 si sono tenute il 25 maggio (primo turno) e il 1 giugno (secondo turno). Esse hanno visto la vittoria del Partito Socialista, nell'ambito della coalizione di centro-sinistra (Sinistra plurale). Per tutta la legis;1990;1997
196;Elezioni parlamentari islandesi del 2009;Le elezioni parlamentari islandesi del 2009 si sono tenute il 25 aprile. Esse hanno visto la vittoria dell'Alleanza Socialdemocratica di Jóhanna Sigurðardóttir, che è divenuta Primo ministro.;2000;2009
197;Elezioni legislative olandesi del 1994;Le elezioni legislative olandesi del 1994 si sono tenute il 3 maggio. Esse hanno visto la vittoria del Partito Laburista di Wim Kok, che è divenuto Primo Ministro.;1990;1994
198;Elezioni presidenziali argentine del 2007;Le elezioni presidenziali argentine del 2007 si sono svolte domenica 28 ottobre del 2007 per decidere il nuovo Presidente dell'Argentina oltre il rinnovamento di 127 dei 257 seggi del Parlamento Nazionale. Assieme a queste elezioni sono stati eletti dive;2000;2007
199;Elezioni parlamentari belghe del 2010;Le elezioni parlamentari belghe del 2010 si sono tenute il 13 giugno. Esse hanno visto la vittoria della Nuova Alleanza Fiamminga di Bart De Wever. L'elevata frammentazione del quadro politico e i contrasti tra le varie comunità linguistiche del Paese no;2010;2010
200;Elezioni parlamentari serbe del 1990;"Le elezioni parlamentari serbe del 1990 si sono tenute il 9 e 23 dicembre. Esse hanno visto la vittoria del Partito Socialista di Serbia; in seguito all'esito elettorale, Primo ministro è divenuto Dragutin Zelenovi?. Questi è stato sostituito nel 1991 da";1990;1990
201;Elezioni regionali italiane del 1990 (Lombardia);Le elezioni regionali italiane del 1990 in Lombardia si sono tenute il 6 maggio.;1990;1990
202;Elezioni presidenziali serbe del 2004;Le elezioni presidenziali serbe del 2004 si sono tenute il 13 e 27 giugno. Esse hanno visto la vittoria di Boris Tadi?, sostenuto dal Partito Democratico, che ha sconfitto Tomislav Nikoli?, sostenuto dal Partito Radicale Serbo. Tadi? è quindi divenuto Pr;2000;2004
203;Elezioni presidenziali romene del 2004;Le elezioni presidenziali romene del 2004 si sono svolte il 28 novembre (primo turno) e il 12 dicembre (secondo turno). Esse hanno visto la vittoria di Traian B?sescu, appoggiato dalla coalizione denominata Alleanza Giustizia e Verità, che ha sconfitto A;2000;2004
204;Elezioni parlamentari botswane del 2004;Le elezioni parlamentari botswane del 2004 si sono tenute il .;2000;2004
205;Elezioni regionali italiane del 1970;Le elezioni regionali italiane del 1970 si sono tenute il 7 e 8 giugno.;1970;1970
206;Elezioni parlamentari moldave del 2009 (luglio);Le elezioni parlamentari moldave 2009 si sono tenute il 29 luglio. Nonostante la prevalenza del Partito dei Comunisti della Repubblica di Moldavia, esse hanno visto la vittoria della coalizione denominata Alleanza per l'Integrazione Europea, costituita d;2000;2009
207;Elezioni parlamentari estoni del 1995;"Le elezioni parlamentari estoni del 1995 si sono tenute il 5 marzo. Esse hanno visto la vittoria del Partito di Coalizione Estone di Tiit Vähi, che è divenuto Primo ministro; nel 1997 è stato sostituito da Mart Siimann, dello stesso partito.";1990;1995
208;Elezioni presidenziali statunitensi del 1964;Le elezioni presidenziali statunitensi del 1964 si svolsero il 3 novembre 1964. La sfida oppose il candidato repubblicano Barry Morris Goldwater e il presidente uscente democratico Lyndon Baines Johnson, che infine ottenne la riconferma. Johnson aveva vi;1960;1964
209;Elezioni presidenziali statunitensi del 1972;Le elezioni presidenziali statunitensi del 1972 si svolsero il 7 novembre 1972. La sfida oppose il presidente repubblicano uscente Richard Milhous Nixon e il candidato democratico George Stanley McGovern. La vittoria di Nixon fu larghissima e concesse al;1970;1972
210;Elezioni legislative olandesi del 2006;Le elezioni legislative olandesi del 2006 si sono tenute il 22 novembre. Esse hanno visto la vittoria di Appello Cristiano Democratico di Jan Peter Balkenende, che è stato confermato Primo Ministro.;2000;2006
211;Elezioni legislative olandesi del 2010;Le elezioni legislative olandesi del 2010 si sono tenute il 9 giugno. Esse hanno visto la vittoria del Partito Popolare per la Libertà e la Democrazia di Mark Rutte, che è divenuto Primo Ministro.;2010;2010
212;Elezioni parlamentari ceche del 2010;"Le elezioni parlamentari ceche del 2010 si sono tenute il 28 e 29 maggio. Esse hanno visto la vittoria del Partito Social Democratico Ceco di Ji?í Paroubek; a seguito dell'esito elettorale, tuttavia, Primo ministro è divenuto Petr Ne?as, leader del Parti";2010;2010
213;Elezioni regionali italiane del 1970 (Lombardia);Le elezioni regionali italiane del 1970 in Lombardia si sono tenute il 7 e 8 giugno.;1970;1970
214;Elezioni presidenziali boliviane del 2009;Le elezioni presidenziali boliviane del 2009 si sono svolte il 6 dicembre 2009 per eleggere: Il nuovo Presidente della Bolivia per il periodo 2010-2014. Il nuovo vicepresidente della nazione. Il Congresso composto da: 130 deputati 27 senatori 9 governato;2000;2009
215;Elezioni presidenziali statunitensi del 1976;Le elezioni presidenziali statunitensi del 1976 si svolsero il 2 novembre 1976. La sfida oppose il presidente repubblicano uscente Gerald Rudolph Ford Jr. e il candidato democratico e James Earl (Jimmy) Carter Jr. Ford era subentrato nel 1974 al dimissio;1970;1976
216;Elezioni regionali italiane del 1980;Le elezioni regionali italiane del 1980 si sono tenute l'8 e il 9 giugno.;1980;1980
217;Elezioni parlamentari giapponesi del 2009;Le elezioni legislative giapponesi del 2009 si sono tenute il 30 agosto. Esse hanno visto la vittoria del Partito Democratico del Giappone di Yukio Hatoyama, che è divenuto Primo Ministro. Nel 2010 questi è stato sostituito da Naoto Kan, cui nel 2011 è u;2000;2009
218;Elezioni legislative portoghesi del 1987;Le elezioni legislative portoghesi del 1987 si sono tenute il 19 luglio. Esse hanno visto la vittoria del Partito Social Democratico di Aníbal Cavaco Silva, che è stato confermato Primo Ministro.;1980;1987
219;Elezioni europee del 1999 (Francia);Le elezioni europee del 1999 in Francia si sono tenute il 13 giugno.;1990;1999
220;Elezioni europee del 2009 (Repubblica Ceca);Le elezioni europee del 2009 in Repubblica Ceca si sono tenute il 7 giugno.;2000;2009
221;Elezioni parlamentari danesi del 1994;Le elezioni parlamentari danesi del 1994 si sono tenute il 21 settembre. Esse hanno visto la vittoria dei Socialdemocratici di Poul Nyrup Rasmussen, che è stato confermato Primo ministro.;1990;1994
222;Elezioni generali britanniche del 1979;Le elezioni generali britanniche del 1979 si sono tenute il 3 maggio. Esse hanno visto la vittoria del Partito Conservatore di Margaret Thatcher, che è divenuta Primo Ministro.;1970;1979
223;Elezioni presidenziali lituane del 2002;Le elezioni presidenziali lituane del 2002 si sono tenute il 2 dicembre (primo turno) e il 5 gennaio 2003 (secondo turno). Esse hanno visto la vittoria di Rolandas Paksas, sostenuto dal Partito Democratico Liberale, che ha sconfitto il presidente uscente;2000;2003
224;Elezioni europee del 2004 (Germania);Le elezioni europee del 2004 in Germania si sono tenute il 13 giugno.;2000;2004
225;Elezioni generali britanniche del febbraio 1974;Le elezioni generali britanniche del febbraio 1974 si sono tenute il 28 febbraio. Esse hanno visto la vittoria del Partito Laburista di Harold Wilson, che è divenuto Primo Ministro.;1970;1974
226;Elezioni legislative francesi del 1993;Le elezioni legislative francesi del 1993 si sono tenute il 21 marzo (primo turno) e il 28 marzo (secondo turno). Esse hanno visto la vittoria del Raggruppamento per la Repubblica, nell'ambito della coalizione di centro-destra Unione per la Francia. Fino;1990;1993
227;Elezioni europee del 1989 (Portogallo);Le elezioni europee del 1989 in Portogallo si sono tenute il 18 giugno.;1980;1989
228;Elezioni legislative svedesi del 1979;"Le elezioni legislative svedesi del 1979 si sono tenute il 16 settembre. Esse hanno visto la vittoria del Partito Socialdemocratico Svedese di Olof Palme; a seguito dell'esito elettorale, tuttavia, Primo Ministro è divenuto Thorbjörn Fälldin, leader del ";1970;1979
229;Elezioni legislative francesi del 2002;Le elezioni legislative francesi del 2002 si sono tenute il 9 giugno (primo turno) e il 16 giugno (secondo turno). Esse hanno visto la vittoria dell'Unione per un Movimento Popolare, nell'ambito della coalizione di centro-destra.;2000;2002
230;Elezioni parlamentari australiane del 2010;Le elezioni parlamentari australiane del 2010 si sono tenute sabato 21 agosto 2010. Si tratta delle prime elezioni anticipate convocate dopo quelle del 1998. Il primo ministro in carica, la laburista Julia Gillard, dovette affrontare il leader dell'oppos;2010;2010
231;Elezioni presidenziali finlandesi del 2006;Le elezioni presidenziali finlandesi del 2006 si sono tenute il 15 gennaio (primo turno) e il 29 gennaio (secondo turno). Esse hanno visto la vittoria di Tarja Halonen, sostenuta dal Partito Socialdemocratico Finlandese, che è stata confermata Presidente.;2000;2006
232;Elezioni parlamentari serbe del 2008;Le elezioni parlamentari serbe del 2008 si sono tenute l'11 maggio. Esse hanno visto la vittoria della coalizione denominata Per una Serbia Europea: essa era guidata da Boris Tadi? e comprendeva Partito Democratico, G17 Plus e Movimento del Rinnovamento ;2000;2008
233;Elezioni presidenziali romene del 1992;Le elezioni presidenziali romene del 1992 si sono tenute il 27 settembre e l'11 ottobre. Esse hanno visto la vittoria del Presidente della Repubblica uscente Ion Iliescu, sostenuto dal Fronte Democratico di Salvezza Nazionale, che ha sconfitto Emil Const;1990;1992
234;Elezioni legislative francesi del 1981;Le elezioni legislative francesi del 1981 si sono tenute il 14 giugno (primo turno) e il 21 giugno (secondo turno). Esse hanno visto la vittoria del Partito Socialista, nell'ambito della coalizione di centro-sinistra Maggioranza Presidenziale.;1980;1981
235;Elezioni legislative svedesi del 1994;Le elezioni legislative svedesi del 1994 si sono tenute il 18 settembre. Esse hanno visto la vittoria del Partito Socialdemocratico Svedese di Ingvar Carlsson, che è divenuto Primo Ministro. Questi è stato sostituito nel 1996 da Göran Persson.;1990;1994
236;Elezioni legislative austriache del 2006;Le elezioni legislative austriache del 2006 si sono tenute il 1º ottobre. Esse hanno visto la vittoria del Partito Socialdemocratico Austriaco di Alfred Gusenbauer, che è divenuto cancelliere nell'ambito di una grande coalizione con il Partito Popolare A;2000;2006
237;Elezioni generali britanniche del 1983;Le elezioni generali britanniche del 1983 si sono tenute il 9 giugno. Esse hanno visto la vittoria del Partito Conservatore di Margaret Thatcher, che è stato confermata Primo Ministro.;1980;1983
238;Elezioni presidenziali austriache del 2010;Le elezioni presidenziali austriache del 2010 si sono tenute il 25 aprile. Esse hanno visto contrapposti due candidati principali: il presidente uscente Heinz Fischer, sostenuto da Partito Socialdemocratico Austriaco (di cui è esponente) e Partito Popola;2010;2010
239;Elezioni legislative svedesi del 1991;"Le elezioni legislative svedesi del 1991 si sono tenute il 15 settembre. Esse hanno visto la vittoria del Partito Socialdemocratico Svedese di Ingvar Carlsson; a seguito dell'esito elettorale, tuttavia, Primo Ministro è divenuto Carl Bildt, leader del Pa";1990;1991
240;Elezioni europee del 1984 (Lussemburgo);Le elezioni europee del 1984 in Lussemburgo si sono tenute il 17 giugno.;1980;1984
241;Elezioni presidenziali colombiane del 2010;Le elezioni presidenziali colombiane del 2010 si sono tenute il 30 maggio (primo turno) e il 20 giugno (secondo turno). Esse hanno visto la vittoria di Juan Manuel Santos, sostenuto dal Partito Sociale di Unità Nazionale, che ha sconfitto Antanas Mockus,;2010;2010
242;Elezioni legislative olandesi del 2003;Le elezioni legislative olandesi del 2003 si tennero il 22 gennaio. Esse hanno visto la vittoria dell'Appello Cristiano Democratico di Jan Peter Balkenende, che è stato confermato Primo Ministro.;2000;2003
243;Elezioni europee del 2004 (Slovenia);Le elezioni europee del 2004 in Slovenia si sono tenute il 13 giugno.;2000;2004
244;Elezioni presidenziali romene del 1996;Le elezioni presidenziali romene del 1996 si sono tenute il 3 e 17 novembre. Esse hanno visto la vittoria di Emil Constantinescu, sostenuto dalla Convenzione Democratica Romena, che ha sconfitto il Presidente della Repubblica uscente Ion Iliescu, sostenu;1990;1996
245;Elezioni europee del 2004 (Irlanda);Le elezioni europee del 2004 in Irlanda si sono tenute il 13 giugno.;2000;2004
246;Elezioni parlamentari norvegesi del 2005;Le elezioni parlamentari norvegesi del 2005 si sono tenute il 12 settembre. Esse hanno visto la vittoria del Partito Laburista Norvegese di Jens Stoltenberg, che è divenuto Primo Ministro.;2000;2005
247;Elezioni presidenziali statunitensi del 2004;Le elezioni presidenziali statunitensi del 2004 si svolsero il 2 novembre 2004, contestualmente alle elezioni del Congresso. La sfida presidenziale oppose il presidente repubblicano uscente George W. Bush e il senatore democratico John Kerry. Il tema dom;2000;2004
248;Elezioni presidenziali lituane del 2009;Le elezioni presidenziali lituane del 2009 si sono tenute il 17 maggio. Esse hanno visto la vittoria, al primo turno, di Dalia Grybauskaite, indipendente sostenuta dai Unione della Patria - Democratici Cristiani Lituani.;2000;2009
249;Elezioni parlamentari lituane del 2000;"Le elezioni parlamentari lituane del 2000 si sono svolte l'8 ottobre. Esse hanno visto la vittoria della Coalizione Socialdemocratica; a seguito dell'esito elettorale, Primo ministro è divenuto Rolandas Paksas. Questi è stato sostituito nel 2001 da Algir";2000;2000
